STT,HÁN TỰ,PINYIN,TỪ LOẠI,HÁN VIỆT,NGHĨA TIẾNG VIỆT,NGHĨA TIẾNG ANH,ÔN TẬP,CHECK,CÂU VÍ DỤ,NGHĨA CÂU
2148,走过,zǒuguò,Động từ,TẨU QUÁ,"vượt qua, đi qua, bước qua, trôi qua",Walked,,FALSE,,
2149,风雨,fēngyǔ,Danh từ,PHONG VŨ,"gian khổ, khó khăn, sóng gió; mưa gió",wind and rain,,FALSE,,
2150,余生,yúshēng,Danh từ,DƯ SINH,quãng đời còn lại,The rest of my life,,FALSE,,
2151,男主角,nánzhǔjué,Danh từ,NAM CHỦ GIÁC,nam chính,male lead,,FALSE,,
2152,女主角,n3zhǔjué,Danh từ,NỮ CHỦ GIÁC,nữ chính,female lead,,FALSE,,
2153,花言巧语,huāyánqiǎoyǔ,Thành ngữ,HOA NGÔN XẢO NGỮ,"lời ngon tiếng ngọt, lời ngon ngọt, lời đường mật",rhetoric,,FALSE,,
2154,容貌,róngmào,Danh từ,DUNG MẠO,"vẻ ngoài, ngoại hình, nhan sắc",appearance,,FALSE,,
2155,类型,lèixíng,Danh từ,LOẠI HÌNH,"kiểu, loại, gu, loại hình",type,,FALSE,,
2156,明智,míngzhì,Tính từ,MINH TRÍ,"sáng suốt, khôn ngoan, thông minh, thức thời",wise,,FALSE,,
2157,警觉,jǐngjué,"Động từ, Tính từ, Danh từ",CẢNH GIÁC,"cảnh giác, sự cảnh giác",vigilance,,FALSE,,
2158,救助,jiùzhù,Động từ,CỨU TRỢ,cứu trợ,rescue,,FALSE,,
2159,傻逼,shǎ bī,Danh từ,SỌA BỨC,"tên ngốc, kẻ ngốc, đồ ngốc, đồ ngu",idiot,,FALSE,,
2160,思维,sīwéi,Danh từ,TƯ DUY,tư duy,thinking,,FALSE,,
2161,阴谋,yīnmóu,"Danh từ, Động từ",ÂM MƯU,"(v): âm mưu; (n): âm mưu, mưu đồ",conspiracy,,FALSE,,
2162,争论,zhēnglùn,"Động từ, Danh từ",TRANH LUẬN,"tranh luận, cuộc tranh luận",debate,,FALSE,,
2163,谋图,móutú,Danh từ,MƯU ĐỒ,mưu đồ,plot,,FALSE,,
2164,阴谋不轨,yīnmóu bùguǐ,Thành ngữ,ÂM MƯU BẤT QUỸ,âm mưu bất chính,conspiracy,,FALSE,,
2165,分析,fēnxī,Động từ,PHÂN TÍCH,phân tích,analyze,,FALSE,,
2166,概括,gàikuò,"Động từ, Tính từ",KHÁI QUÁT,"(v): tóm tắt, khái quát, tổng quát; (adj): ngắn gọn",Summary,,FALSE,,
2167,抽象,chōuxiàng,Tính từ,TRỪU TƯỢNG,"trừu tượng, còn được dùng để mô tả hành vi hoặc cách nói chuyện kỳ quặc, khó hiểu, thậm chí là hài hước một cách ngớ ngẩn. Trong một số trường hợp, “抽象” còn được dùng để trêu chọc ai đó có hành động kỳ lạ, khó đoán.",abstract,,FALSE,,
2168,具体,jùtǐ,Tính từ,CỤ THỂ,cụ thể,specific,,FALSE,,
2169,拥抱,yōngbào,"Danh từ, Động từ",ỦNG BÃO,(n): cái ôm; (v): ôm nhau,Embrace,,FALSE,,
2170,误解,wùjiě,"Danh từ, Động từ",NGỘ GIẢI,"(sự) hiểu lầm, (sự) hiểu nhầm, (sự) hiểu sai",misunderstanding,,FALSE,,
2171,核心,héxīn,Danh từ,HẠCH TÂM,"cốt lõi, nồng cốt, mấu chốt, trọng tâm",core,,FALSE,,
2172,深层,shēncéng,"Tính từ, Danh từ",THÂM TẦNG,"(adj): sâu sắc; (n): tầng sâu, lớp sâu",deep,,FALSE,,
2173,时机,shíjī,Danh từ,THÌ CƠ,"thời cơ, cơ hội",opportunity,,FALSE,,
2174,明确,míngquè,Tính từ,MINH XÁC,rõ ràng,clear,,FALSE,,
2175,混乱,hùnluàn,Tính từ,HỖN LOẠN,"hỗn loạn, lộn xộn",confusion,,FALSE,,
2176,观点,guāndiǎn,Danh từ,QUAN ĐIỂM,quan điểm,Opinion,,FALSE,,
2177,是用钱买不到的,shì yòngqian mǎibùdào de,Cụm từ,THỊ DỤNG TIỀN MÃI BẤT ĐÁO ĐÍCH,"tiền không mua được, dùng tiền không thể mua được",It can't be bought with money.,,FALSE,,
2178,完整,wánzhěng,Tính từ,HOÀN CHỈNH,"hoàn chỉnh, toàn vẹn, đầy đủ",whole,,FALSE,,
2179,系统,xìtǒng,"Danh từ, Tính từ",HỆ THỐNG,"hệ thống, có tính hệ thống",system,,FALSE,,
2180,外套,wàitào,Danh từ,NGOẠI SÁO,áo khoác,coat,,FALSE,,
2181,贵重,guìzhòng,Tính từ,QUÝ TRỌNG,"đắt tiền, có giá trị, quý giá",precious,,FALSE,,
2182,围巾,wéijīn,Danh từ,VI CÂN,khăn quàng cổ (=scarf),scarf,,FALSE,,
2183, 经典,  jīngdiǎn,"Tính từ, Danh từ",KINH ĐIỂN ,"kinh điển, (tác phẩm) kinh điển",Classic,,FALSE,,
2184,重大,zhòngdà,Tính từ,TRỌNG ĐẠI,"trọng đại, to lớn, quan trọng",major,,FALSE,,
2185,棒球,bàngqiú,Danh từ,BỔNG CẦU,bóng chày,baseball,,FALSE,,
2186,曲子,qǔzi,Danh từ,KHÚC TỬ,"bài hát, ca khúc, bài nhạc",song,,FALSE,,
2187,埋怨,mányuàn,Động từ,MAI OÁN,"oán trách, oán hận, trách móc, than trách",Complain,,FALSE,,
2188,钱币,qiánbì,Danh từ,TIỀN TỆ,tiền xu,coin,,FALSE,,
2189,字画,zìhuà,Danh từ,TỰ HỌA,"thư họa, tranh chữ",calligraphy and paintings,,FALSE,,
2190,图画,túhuà,Danh từ,ĐỒ HỌA,"bức tranh, tranh vẽ, bức họa",picture,,FALSE,,
2191,职员,zhíyuán,Danh từ,CHỨC VIÊN,"nhân viên, viên chức",staff,,FALSE,,
2192,取款机,qǔkuǎnjī,Danh từ,THỦ KHOẢN CƠ,máy rút tiền ATM,ATM,,FALSE,,
2193,阅览室,yuèlǎnshì,Danh từ,DUYỆT LÃM THẤT,phòng đọc sách,Reading room,,FALSE,,
2194,阅览,yuèlǎn,Động từ,DUYỆT LÃM,"đọc, xem qua",reading,,FALSE,,
2195,约定,yuēdìng,"Động từ, Danh từ",ƯỚC ĐỊNH,"(v): hẹn, ước định, giao hẹn; (n): thỏa thuận, giao kèo",Agreement,,FALSE,,
2196,客运,kèyùn,Danh từ,KHÁCH VẬN,"vận tải hành khách, chở khách",Passenger transport,,FALSE,,
2197,繁忙,fánmáng,Tính từ,PHỒN MANG,"bận rộn, sầm uất, tấp nập",busy,,FALSE,,
2198,场合,chǎnghé,Danh từ,TRƯỜNG HỢP,"nơi, dịp, hoàn cảnh, trường hợp, tình huống",occasion,,FALSE,,
2199,礼堂,lǐtáng,Danh từ,LỄ ĐƯỜNG,"lễ đường, hội trường",hall,,FALSE,,
2200,进退两难,jìntuìliǎngnán,Thành ngữ,TIẾN THOÁI LƯỠNG NAN,"tiến thoái lưỡng nan (tình huống khó xử, không biết nên giải quyết ra sao)",dilemma,,FALSE,,
2201,简历,jiǎnlì,Danh từ,GIẢN LỊCH,"sơ yếu lý lịch, lý lịch tóm tắt, CV",CV,,FALSE,,
2202,推荐信,tuījiànxìn,Danh từ,THÔI TIẾN TÍN,thư giới thiệu,Letter of recommendation,,FALSE,,
2203,建立,jiànlì,Động từ,KIẾN LẬP,"thành lập, xây dựng, lập nên; tạo dựng, thiết lập",Establish,,FALSE,,
2204,毕业证书,bìyèzhèngshū,Danh từ,TẤT NGHIỆP CHỨNG THƯ,bằng tốt nghiệp,diploma,,FALSE,,
2205,不满,bùmǎn,Tính từ,BẤT MÃN,"bất mãn, không hài lòng, không vừa ý",dissatisfied,,FALSE,,
2206,愤怒,fènnù,Tính từ,PHẪN NỘ,"phẫn nộ, tức giận, giận dữ, căm phẫn (mức độ cao)",anger,,FALSE,,
2207,业务,yèwù,Danh từ,NGHIỆP VỤ,nghiệp vụ,business,,FALSE,,
2208,总经理,zǒngjīnglǐ,Danh từ,TỔNG KINH LÝ,Tổng Giám Đốc,General manager,,FALSE,,
2209,副总经理,fùzǒngjīnglǐ,Danh từ,PHÓ TỔNG KINH LÝ,Phó Tổng Giám Đốc,Deputy General Manager,,FALSE,,
2210,显得,xiǎnde,Động từ,HIỂN ĐẮC,"có vẻ, trông có vẻ, hiện ra ( = 看起来)",It appears,,FALSE,,
2211,碰杯,pèngbēi,Động từ,BÍNH BÔI,"cụng ly, nâng ly",clink,,FALSE,,
2212,柜台,guìtái,Danh từ,QUỸ ĐÀI,"quầy, quầy hàng",counter,,FALSE,,
2213,请求,qǐngqiú,"Động từ, Danh từ",THỈNH CẦU,"(v): thỉnh cầu, xin, đề nghị, yêu cầu; (n): yêu cầu, đề nghị, đề xuất",ask,,FALSE,,
2214,象棋,xiàngqí,Danh từ,TƯỢNG KỲ,cờ tướng,Chess,,FALSE,,
2215,哲学,zhéxué,Danh từ,TRIẾT HỌC,triết học,philosophy,,FALSE,,
2216,哲学家,zhéxuéjiā,Danh từ,TRIẾT HỌC GIA,"triết gia, nhà triết học",philosopher,,FALSE,,
2217,戏剧,xìjù,Danh từ,HÍ KỊCH,"kịch, tuồng, hí kịch",drama,,FALSE,,
2218,抽屉,chōuti,Danh từ,TRỪU THẾ,"ngăn kéo, ngăn tủ",drawer,,FALSE,,
2219,河水,héshuǐ,Danh từ,HÀ THỦY,nước sông,River water,,FALSE,,
2220,改革,gǎigé,"Động từ, Danh từ",CẢI CÁCH,(sự) cải cách,reform,,FALSE,,
2221,热心,rèxīn,Tính từ,NHIỆT TÂM,nhiệt tình,enthusiastic,,FALSE,,
2222,朴素,pǔsù,Tính từ,PHÁC TỐ,"chất phác, thật thà, giản dị, mộc mạc, tiết kiệm (sinh hoạt)",simple,,FALSE,,
2223,魅力,mèilì,Danh từ,MỊ LỰC,"sức hút, sức hấp dẫn, sức quyến rũ",charm,,FALSE,,
2224,纪律,jìlǜ,Danh từ,KỶ LUẬT,kỷ luật (discipline),discipline,,FALSE,,
2225,教练,jiàoliàn,"Danh từ, Động từ",GIÁO LUYỆN,(n): huấn luyện viên; (v): huấn luyện,coach,,FALSE,,
2226,忽视,hūshì,Động từ,HỐT THỊ,"xem nhẹ, coi nhẹ, phớt lờ (vấn đề, sự việc...)",Ignore,,FALSE,,
2227,壶,hú,Danh từ,HỒ,"cái ấm, bình, hũ",pot,,FALSE,,
2228,移民,yímín,"Động từ, Danh từ",DI DÂN,(v): di dân; (n): dân di cư,migrant,,FALSE,,
2229,吓,xià,Động từ,HÁCH,"dọa, dọa dẫm, hù dọa, làm cho sợ; sợ, sợ hãi",scare,,FALSE,,
2230,确定,quèdìng,"Động từ, Tính từ",XÁC ĐỊNH,"(v): xác định, quyết định; (adj): xác định chắc chắn",Sure,,FALSE,,
2231,欧洲,ōuzhōu,Danh từ,ÂU CHÂU,châu Âu,Europe,,FALSE,,
2232,非洲,fēizhōu,Danh từ,PHI CHÂU,châu Phi,Africa,,FALSE,,
2233,项链,xiàngliàn,Danh từ,HẠNG LIÊN,"vòng cổ, dây chuyền",necklace,,FALSE,,
2234,晒黑,shàihēi,Động từ,SÁI HẮC,rám nắng,Sun tan,,FALSE,,
2235,尴尬,gāngà,Tính từ,GIAM GIỚI,"bối rối, lúng túng, ngại ngùng, ngượng",Awkward,,FALSE,,
2236,陌生人,mòshēngrén,Danh từ,MẠCH SINH NHÂN,"người lạ, kẻ xa lạ, không quen biết",stranger,,FALSE,,
2237,熟人,shúrén,Danh từ,THỤC NHÂN,người quen,acquaintance,,FALSE,,
2238,笑容,xiàoróng,Danh từ,TIẾU DUNG,nụ cười,smile,,FALSE,,
2239,早餐,zǎocān,Danh từ,TẢO XAN,bữa sáng (bữa ăn sáng),breakfast,,FALSE,,
2240,机器,jīqì,Danh từ,CƠ KHÍ,"máy móc, cỗ máy, động cơ, bộ máy (nhà nước)",machine,,FALSE,,
2241,装置,zhuāngzhì,"Danh từ, Động từ",TRANG TRÍ,"(n): thiết bị; (v): lắp đặt, lắp ráp",Device,,FALSE,,
2242,冷漠,lěngmò,Tính từ,LÃNH MẠC,"lạnh nhạt, lạnh lùng, hờ hững",indifferent,,FALSE,,
2243,冲突,chōngtū,Danh từ,XUNG ĐỘT,"xung đột, mâu thuẫn",conflict,,FALSE,,
2244,仇恨,chóuhèn,"Danh từ, Động từ",CỪU HẬN,"thù hận, mối thù, oán hận",Hatred,,FALSE,,
2245,立场,lìchǎng,Danh từ,LẬP TRƯỜNG,"lập trường (quan điểm, chính kiến)",position,,FALSE,,
2246,通过这种方式,tōngguò zhèzhǒng fāngshì,Cụm từ,THÔNG QUÁ GIÁ TRỌNG PHƯƠNG THỨC,"Bằng cách này, Thông qua cách (làm) này",In this way,,FALSE,,
2247,极限,jíxiàn,Danh từ,CỰC HẠN,"cao nhất, giới hạn, cực hạn",limit,,FALSE,,
2248,超级,chāojí,Tính từ,SIÊU CẤP,"siêu cấp, siêu, super",super,,FALSE,,
2249,发达,fādá,Động từ,PHÁT ĐẠT,"phát đạt, phát triển, thịnh vượng",developed,,FALSE,,
2250,彼此,bǐcǐ,Đại từ,BỈ THỬ,lẫn nhau,each other,,FALSE,,
2251,着想,zhuóxiǎng,Động từ,TRƯỚC TƯỞNG,"nghĩ cho, lo cho, lo nghĩ (cho lợi ích của người khác hay việc nào đó)",Consideration,,FALSE,,
2252,短裤,duǎnkù,Danh từ,ĐOẢN KHỐ,"quần cụt, quần ngắn, quần đùi, quần xà lỏn",shorts,,FALSE,,
2253,耳机,ěrjī,Danh từ,NHĨ CƠ,tai nghe,earphone,,FALSE,,
2254,刚刚,gānggang,Phó từ,CƯƠNG CƯƠNG,"vừa, vừa mới",just,,FALSE,,
2255,检票,jiǎnpiào,Động từ,KIỂM PHIẾU,"soát vé, kiểm tra vé",Ticket check,,FALSE,,
2256,名单,míngdān,Danh từ,DANH ĐƠN,danh sách,List,,FALSE,,
2257,面前,miànqián,Danh từ,DIỆN TIỀN,"trước mặt, phía trước",before,,FALSE,,
2258,年纪,niánjì,Danh từ,NIÊN KỶ,"tuổi, tuổi tác",age,,FALSE,,
2259,外卖,wàimài,"Danh từ, Động từ",NGOẠI MẠI,"đồ ăn ngoài, đồ ăn sẵn; giao đồ ăn",takeout,,FALSE,,
2260,爱心,àixīn,Danh từ,ÁI TÂM,"lòng yêu thương, tấm lòng yêu thương, tình yêu thương",Love,,FALSE,,
2261,安检,ānjiǎn,Động từ,AN KIỂM,kiểm tra an toàn,Security check,,FALSE,,
2262,报考,bàokǎo,Động từ,BÁO KHẢO,"đăng ký thi, ghi tên dự thi, ghi danh",Application,,FALSE,,
2263,背包,bèibāo,Danh từ,BỐI BAO,ba lô,Backpack,,FALSE,,
2264,便于,biànyú,Động từ,TIỆN VU,"tiện cho, tiện, dễ, tiện việc",easy to,,FALSE,,
2265,播放,bōfàng,Động từ,BÁ PHÓNG,"phát, chiếu, lên sóng, truyền",Play,,FALSE,,
2266,部门,bùmén,Danh từ,BỘ MÔN,"bộ môn, bộ phận, nhánh, khâu (trong 1 công ty)",department,,FALSE,,
2267,不如,bùrú,"Động từ, Liên từ",BẤT NHƯ,"(động từ): không bằng, chẳng bằng; (liên từ): thà rằng, chi bằng",Better,,FALSE,,
2268,查看,chákàn,Động từ,TRA KHÁN,"kiểm tra, xem xét",Check,,FALSE,,
2269,差一点儿,chàyīdiǎnr,Phó từ,SAI NHẤT ĐIỂM NHI,"suýt, gần như, tí nữa thì",Almost,,FALSE,,
2270,查找,cházhǎo,Động từ,TRA TRẢO,tìm kiếm,Search,,FALSE,,
2271,此次,cǐcì,Đại từ,THỬ THỨ,"lần này, đợt này, chuyến này",This time,,FALSE,,
2272,此外,cǐwài,Liên từ,THỬ NGOẠI,"ngoài ra, bên cạnh đó, hơn nữa, vả lại, mặt khác",also,,FALSE,,
2273,从此,cóngcǐ,Liên từ,TÒNG THỬ,"Từ đó, Từ đây, Từ rày, Từ bây giờ (chỉ thời gian)",From then on,,FALSE,,
2274,从中,cóngzhōng,Phó từ,TÒNG TRUNG,"từ trong đó, từ đó (chỉ điều kiện, hoàn cảnh)",from,,FALSE,,
2275,大巴,dàbā,Danh từ,ĐẠI BA,"xe buýt, xe khách = 巴士",bus,,FALSE,,
2276,打败,dǎbài,,,đánh bại,defeat,,FALSE,,
2277,大量,dàliàng,,,số lượng lớn,large amount,,FALSE,,
2278,单位,dānwèi,,,đơn vị,unit,,FALSE,,
2279,到来,dàolái,,,đến,arrival,,FALSE,,
2280,大赛,dàsài,,,Cuộc thi,Competition,,FALSE,,
2281,电动车,diàndòngchē,,,xe điện,electric vehicles,,FALSE,,
2282,点名,diǎnmíng,,,Điểm danh,Roll call,,FALSE,,
2283,点头,diǎntóu,,,gật đầu,nod,,FALSE,,
2284,低价,dījià,,,giá thấp,low price,,FALSE,,
2285,低温,dīwēn,,,Nhiệt độ thấp,Low temperature,,FALSE,,
2286,底下,dǐxià,,,dưới,under,,FALSE,,
2287,低于,dīyú,,,Dưới,Below,,FALSE,,
2288,队员,duìyuán,,,Thành viên nhóm,Team members,,FALSE,,
2289,度假,dùjià,,,kì nghỉ,vacation,,FALSE,,
2290,分数,fēnshù,,,Phân số,Fraction,,FALSE,,
2291,分为,fēnwéi,,,Chia thành,Divided into,,FALSE,,
2292,干活儿,gànhuór,,,công việc,work,,FALSE,,
2293,赶紧,gǎnjǐn,,,Sự vội vàng,Hurry,,FALSE,,
2294,高温,gāowēn,,,nhiệt độ cao,high temperature,,FALSE,,
2295,高于,gāoyú,,,Cao hơn,Higher than,,FALSE,,
2296,功课,gōngkè,,,bài tập về nhà,homework,,FALSE,,
2297,购买,gòumǎi,,,Mua,Buy,,FALSE,,
2298,观看,guānkàn,,,Đồng hồ,Watch,,FALSE,,
2299,姑娘,gūniang,,,con gái,girl,,FALSE,,
2300,好笑,hǎoxiào,,,buồn cười,funny,,FALSE,,
2301,话剧,huàjù,,,vở kịch sân khấu,stage play,,FALSE,,
2302,换乘,huànchéng,,,Chuyển khoản,Transfer,,FALSE,,
2303,回复,huífù,,,hồi đáp,reply,,FALSE,,
2304,回信,huíxìn,,,hồi đáp,reply,,FALSE,,
2305,获取,huòqǔ,,,Lấy,Get,,FALSE,,
2306,将要,jiāngyào,,,Sắp sửa,About to,,FALSE,,
2307,健身,jiànshēn,,,sự thích hợp,fitness,,FALSE,,
2308,教学,jiàoxué,,,giảng dạy,teaching,,FALSE,,
2309,加入,jiārù,,,tham gia,join in,,FALSE,,
2310,加上,jiāshàng,,,Thêm vào đó,Plus,,FALSE,,
2311,结账,jiézhàng,,,"Bill, làm ơn","Bill, please",,FALSE,,
2312,景区,jǐngqū,,,Khu vực danh lam thắng cảnh,Scenic Area,,FALSE,,
2313,聚餐,jùcān,,,bữa tiệc tối,dinner party,,FALSE,,
2314,举例,jǔlì,,,Ví dụ,For example,,FALSE,,
2315,剧院,jùyuàn,,,nhà hát,theater,,FALSE,,
2316,课程,kèchéng,,,khóa học,course,,FALSE,,
2317,课堂,kètáng,,,lớp học,classroom,,FALSE,,
2318,快餐,kuàicān,,,thức ăn nhanh,fast food,,FALSE,,
2319,快递,kuàidì,,,giao hàng nhanh,express delivery,,FALSE,,
2320,快速,kuàisù,,,nhanh,fast,,FALSE,,
2321,旅馆,lǚguǎn,,,ký túc xá,hostel,,FALSE,,
2322,馒头,mántou,,,Bánh bao hấp,Steamed bun,,FALSE,,
2323,美景,měijǐng,,,Cảnh đẹp,Beautiful scenery,,FALSE,,
2324,美食,měishí,,,thức ăn hảo hạng,gourmet food,,FALSE,,
2325,北部,běibù,,,Phía bắc,North,,FALSE,,
2326,南部,nánbù,,,Phía nam,South,,FALSE,,
2327,男士,nánshì,,,Đàn ông,Men,,FALSE,,
2328,能否,néngfǒu,,,Có thể,Can,,FALSE,,
2329,前后,qiánhòu,,,trước và sau,front and back,,FALSE,,
2330,千克,qiānkè,,,kilogam,kilogram,,FALSE,,
2331,起到,qǐdào,,,Đóng một vai trò,Play a role,,FALSE,,
2332,期末,qīmò,,,Bài kiểm tra cuối kỳ,Final Exam,,FALSE,,
2333,庆祝,qìngzhù,,,kỉ niệm,celebrate,,FALSE,,
2334,汽水,qìshuǐ,,,nước ngọt,soft drinks,,FALSE,,
2335,球队,qiúduì,,,đội,team,,FALSE,,
2336,球迷,qiúmí,,,cái quạt,fan,,FALSE,,
2337,期中,qīzhōng,,,Giữa kỳ,Midterm,,FALSE,,
2338,全身,quánshēn,,,toàn thân,whole body,,FALSE,,
2339,入学,rùxué,,,Nhập học,Admission,,FALSE,,
2340,入住,rùzhù,,,Đăng ký vào,Check-in,,FALSE,,
2341,上门,shàngmén,,,Dịch vụ tận nhà,Door-to-door service,,FALSE,,
2342,常见,chángjiàn,,,chung,common,,FALSE,,
2343,少见,shǎojiàn,,,Hiếm,Rare,,FALSE,,
2344,少量,shǎoliàng,,,số lượng nhỏ,small amount,,FALSE,,
2345,少年,shàonián,,,thiếu niên,juvenile,,FALSE,,
2346,身份证,shēnfènzhèng,,,Thẻ căn cước,ID card,,FALSE,,
2347,摄氏度,shèshìdù,,,Độ C,Celsius,,FALSE,,
2348,时间表,shíjiānbiǎo,,,lịch trình,schedule,,FALSE,,
2349,市区,shìqū,,,Khu vực đô thị,Urban area,,FALSE,,
2350,失去,shīqù,,,thua,lose,,FALSE,,
2351,师生,shīshēng,,,Giáo viên và học sinh,Teachers and students,,FALSE,,
2352,实体,shítǐ,,,thực thể,entity,,FALSE,,
2353,试题,shìtí,,,Câu hỏi kiểm tra,Test Questions,,FALSE,,
2354,抬头,táitóu,,,tìm kiếm,look up,,FALSE,,
2355,提出,tíchū,,,đề xuất,propose,,FALSE,,
2356,提到,tídào,,,Đề cập đến,Mention,,FALSE,,
2357,体检,tǐjiǎn,,,khám sức khỏe,physical examination,,FALSE,,
2358,停车场,tíngchēchǎng,,,BÃI ĐỖ XE,PARKING LOT,,FALSE,,
2359,停止,tíngzhǐ,,,dừng lại,stop,,FALSE,,
2360,听众,tīngzhòng,,,khán giả,audience,,FALSE,,
2361,体温,tǐwēn,,,nhiệt độ cơ thể,body temperature,,FALSE,,
2362,童年,tóngnián,,,thời thơ ấu,childhood,,FALSE,,
2363,头痛,tóutòng,,,Đau đầu,Headache,,FALSE,,
2364,推出,tuīchū,,,triển khai,roll out,,FALSE,,
2365,晚安,wǎnān,,,Chúc ngủ ngon,Good night,,FALSE,,
2366,晚餐,wǎncān,,,bữa tối,dinner,,FALSE,,
2367,网购,wǎnggòu,,,Mua sắm trực tuyến,Online shopping,,FALSE,,
2368,网页,wǎngyè,,,Trang web,Web page,,FALSE,,
2369,网址,wǎngzhǐ,,,Trang web,Website,,FALSE,,
2370,文字,wénzì,,,Từ,Word,,FALSE,,
2371,午餐,wǔcān,,,Bữa trưa,Lunch,,FALSE,,
2372,下降,xiàjiàng,,,sự suy sụp,decline,,FALSE,,
2373,相互,xiānghù,,,qua lại,mutual,,FALSE,,
2374,鲜花,xiānhuā,,,hoa tươi,fresh flowers,,FALSE,,
2375,线上,xiànshàng,,,trực tuyến,on-line,,FALSE,,
2376,线下,xiànxià,,,Ngoại tuyến,Offline,,FALSE,,
2377,现有,xiànyǒu,,,hiện có,existing,,FALSE,,
2378,西部,xībù,,,phía tây,west,,FALSE,,
2379,熊,xióng,,,Con gấu,Bear,,FALSE,,
2380,兄弟,xiōngdì,,,anh trai,brother,,FALSE,,
2381,细心,xìxīn,,,cẩn thận,careful,,FALSE,,
2382,学费,xuéfèi,,,học phí,tuition fee,,FALSE,,
2383,眼前,yǎnqián,,,Trước mắt tôi,Before my eyes,,FALSE,,
2384,夜晚,yèwǎn,,,đêm,night,,FALSE,,
2385,以内,yǐnèi,,,ở trong,within,,FALSE,,
2386,用来,yònglái,,,Được sử dụng cho,Used for,,FALSE,,
2387,用于,yòngyú,,,Vì,For,,FALSE,,
2388,有着,yǒuzhe,,,có,have,,FALSE,,
2389,月份,yuèfèn,,,tháng,month,,FALSE,,
2390,再次,zàicì,,,lại,again,,FALSE,,
2391,暂停,zàntíng,,,tạm dừng,pause,,FALSE,,
2392,早晨,zǎochén,,,buổi sáng,morning,,FALSE,,
2393,着火,zháohuǒ,,,đang cháy,on fire,,FALSE,,
2394,整个,zhěnggè,,,toàn bộ,entire,,FALSE,,
2395,证件,zhèngjiàn,,,NHẬN DẠNG,ID,,FALSE,,
2396,指出,zhǐchū,,,Chỉ ra,Point out,,FALSE,,
2397,支付,zhīfù,,,Sự chi trả,Payment,,FALSE,,
2398,纸巾,zhǐjīn,,,mô,tissue,,FALSE,,
2399,之中,zhīzhōng,,,Giữa,Among,,FALSE,,
2400,转发,zhuǎnfā,,,Phía trước,Forward,,FALSE,,
2401,自习,zìxí,,,Tự học,Self-study,,FALSE,,
2402,自学,zìxué,,,Tự học,Self-study,,FALSE,,
2403,最终,zuìzhōng,,,cuối cùng,final,,FALSE,,
2404,作为,zuòwéi,,,BẰNG,As,,FALSE,,
2405,志愿者,zhìyuànzhě,Danh từ,CHÍ NGUYỆN GIẢ,tình nguyện viên,volunteer,,FALSE,,
2406,枕头,zhěntou,Danh từ,CHẨM ĐẦU,cái gối,Pillow,,FALSE,,
2407,资格,zīgé,Danh từ,TƯ CÁCH,tư cách (qualifications),qualifications,,FALSE,,
2408,总统,zǒngtǒng,Danh từ,TỔNG THỐNG,tổng thống,president,,FALSE,,
2409,写作,xiězuò,Động từ,TẢ TÁC,"viết lách, sáng tác, viết văn",writing,,FALSE,,
2410,想象,xiǎngxiàng,Động từ,TƯỞNG TƯỢNG,tưởng tượng,Imagine,,FALSE,,
2411,预测,yùcè,Động từ,DỰ TRẮC,"dự đoán, dự báo",predict,,FALSE,,
2412,运用,yùnyòng,Động từ,VẬN DỤNG,vận dụng,use,,FALSE,,
2413, 证据,  zhèngjù,Danh từ,CHỨNG CỨ,"chứng cứ, bằng chứng", evidence,,FALSE,,
2414,咨询,zīxún,Động từ,TƯ TUÂN,"tư vấn, hỏi ý kiến",consult,,FALSE,,
2415,字母,zìmǔ,Danh từ,TỰ MẪU,chữ cái,letter,,FALSE,,
2416,背景,bèijǐng,Danh từ,BỐI CẢNH,bối cảnh; phông nền,background,,FALSE,,
2417,编辑,biānjí,"Danh từ, Động từ",BIÊN TẬP,"(n): biên tập viên; (v): biên tập, biên soạn, chỉnh sửa",edit,,FALSE,,
